"doc_id"	"id"	"par_id"	"sent_n"	"group"
"33"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	36	1	"3"
"34"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	37	1	"4"
"35"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	38	2	"4"
"36"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	39	8	"4"
"37"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	40	4	"4"
"38"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	41	1	"4"
"39"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	42	6	"4"
"40"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	43	4	"4"
"41"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	44	2	"4"
"42"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	45	1	"4"
"43"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	46	2	"4"
"44"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	47	1	"5"
"45"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	48	5	"5"
"46"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	49	1	"5"
"47"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	50	1	"5"
"48"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	51	1	"5"
"49"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	52	2	"5"
"50"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	53	1	"5"
"51"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	54	1	"5"
"52"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	55	7	"5"
"53"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	56	2	"5"
"54"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	57	3	"5"
"55"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	58	6	"6"
"56"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	59	2	"6"
"57"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	60	7	"6"
"58"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	61	3	"6"
"59"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	62	1	"6"
"60"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	63	1	"6"
"61"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	64	3	"6"
"62"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	65	9	"6"
"63"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	66	2	"6"
"64"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	67	2	"6"
"65"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	68	4	"6"
"66"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	69	4	"7"
"67"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	70	4	"7"
"68"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	71	4	"7"
"69"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	72	6	"7"
"70"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	73	3	"7"
"71"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	74	3	"7"
"72"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	75	4	"7"
"73"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	76	6	"7"
"74"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	77	1	"7"
"75"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	78	2	"7"
"76"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	80	3	"8"
"77"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	81	3	"8"
"78"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	82	2	"8"
"79"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	84	2	"8"
"80"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	86	5	"8"
"81"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	87	8	"8"
"82"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	88	15	"8"
"83"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	89	4	"8"
"84"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	90	2	"8"
"85"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	91	3	"8"
"86"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	92	2	"8"
"87"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	95	8	"9"
"88"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	96	2	"9"
"89"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	97	5	"9"
"90"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	98	1	"9"
"91"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	100	8	"9"
"92"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	101	1	"9"
"93"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	102	1	"9"
"94"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	103	1	"9"
"95"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	104	1	"9"
"96"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	105	3	"9"
"97"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	106	12	"9"
"98"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	108	1	"10"
"99"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	110	7	"10"
"100"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	111	3	"10"
"101"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	112	2	"10"
"102"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	113	1	"10"
"103"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	114	14	"10"
"104"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	115	1	"10"
"105"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	117	1	"10"
"106"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	118	2	"10"
"107"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	119	3	"10"
"108"	"amfiteatrov_a_kurortnij_muzh_1911.txt"	1	120	4	"10"
